,AGE,LENGTH,MAPSCOGRID,SLOPE,SUBAREA,DIAMETER,MATERIAL,PACP,SUBAREA_Encoded,MATERIAL_Encoded,MAPSCOGRID_Encoded
17864,9.4,450,46H,0.006,MC07_01,8,P.V.C.,1,174,6,284
17865,11.5,282,35C,0.0301,BF09_03,10,P.V.C.,1,43,6,237
17866,6.2,134,75J,0.0158,CF11_02,8,P.V.C.,1,105,6,675
17867,11.5,155,52Y,0.0041,BF01_03,8,P.V.C.,1,2,6,380
17868,14.5,164,75Q,0.0191,CF11_01,12,D.I.,1,104,3,681
17869,15.7,83,75T,0.0027,CF11_01,21,P.V.C.,1,104,6,684
17870,3.4,189,19L,0.0039,DC02_08,8,P.V.C.,1,137,6,139
17871,2.7,44,22M,0.0036,DC03_01,8,P.V.C.,1,138,6,178
17872,9.5,354,46D,0.0146,MC07_01,8,P.V.C.,1,174,6,282
17873,24.0,205,36S,0.0049,BF05_09,8,P.V.C.,1,28,6,272
17874,10.0,275,75K,0.0738,CF11_07,8,P.V.C.,1,110,6,676
17875,74.0,272,75M,0.0132,CF10_05,6,CONCRETE,2,103,2,678
17876,16.0,116,21T,0.01,BF09_03,8,P.V.C.,1,43,6,162
17877,3.4,286,19L,0.0062,DC02_08,8,P.V.C.,1,137,6,139
17878,3.4,133,19L,0.0062,DC02_08,8,P.V.C.,1,137,6,139
17879,3.4,277,19L,0.0039,DC02_08,8,P.V.C.,1,137,6,139
17880,9.7,95,62H,0.111,MC02_01,8,P.V.C.,2,145,6,460
17881,12.3,274,103X,0.004,SC07_06,8,P.V.C.,1,221,6,34
17882,9.9,170,103X,0.003,SC07_06,10,P.V.C.,1,221,6,34
17883,17.3,21,21S,0.0105,BF09_03,8,P.V.C.,1,43,6,161
17884,9.0,277,72E,0.0245,CF14_02,8,P.V.C.,1,125,6,608
17885,4.1,348,5K,0.0121,DC02_08,8,P.V.C.,1,137,6,408
17886,6.2,123,75J,0.013000000000000001,CF11_02,8,P.V.C.,1,105,6,675
17887,10.0,33,75K,0.1979,CF11_07,8,P.V.C.,1,110,6,676
17888,17.3,450,21S,0.008,BF09_03,8,P.V.C.,1,43,6,161
17889,9.0,129,72F,0.0467,CF14_02,8,P.V.C.,1,125,6,609
17890,11.4,282,72E,0.0136,CF14_02,8,P.V.C.,1,125,6,608
17891,2.8,239,89S,0.0317,CF07_04,8,P.V.C.,1,85,6,879
17892,5.3,233,92F,0.0208,VC09_04,8,P.V.C.,1,293,6,947
17893,3.4,414,19L,0.0029,DC02_08,10,P.V.C.,1,137,6,139
17894,13.4,421,47B,0.0115,MC07_01,8,P.V.C.,1,174,6,297
17895,9.3,200,35S,0.0447,BF05_03,8,P.V.C.,1,22,6,248
17896,10.0,193,75K,0.0354,CF11_07,8,P.V.C.,1,110,6,676
17897,74.1,193,75M,0.021,CF10_05,6,CONCRETE,2,103,2,678
17898,27.3,99,36R,0.0039,BF06_02,8,P.V.C.,1,30,6,271
17899,27.1,313,75M,0.0046,CF10_05,8,P.V.C.,1,103,6,678
17900,13.3,292,75K,0.0329,CF11_07,12,D.I.,1,110,3,676
17901,9.4,95,46H,0.0523,MC07_01,8,P.V.C.,1,174,6,284
17902,8.5,276,75K,0.02,CF11_07,8,P.V.C.,3,110,6,676
17903,10.0,369,75K,0.0249,CF11_07,8,P.V.C.,1,110,6,676
17904,14.5,157,75Q,0.0026,CF11_01,10,D.I.,1,104,3,681
17905,14.9,115,75N,0.0966,CF11_02,8,P.V.C.,1,105,6,679
17906,14.9,151,75N,0.1654,CF11_02,8,P.V.C.,1,105,6,679
17907,2.5,29,72A,0.0079,WF05_05,8,P.V.C.,1,330,6,604
17908,31.1,302,89S,0.0164,CF07_04,6,V.C.,1,85,8,879
17909,5.2,493,92E,0.0101,VC09_04,8,P.V.C.,1,293,6,946
17910,2.6,4,22M,0.335,DC03_01,8,P.V.C.,1,138,6,178
17911,27.5,33,22M,0.0724,DC03_01,6,P.V.C.,2,138,6,178
17912,9.5,197,47E,0.0089,MC07_01,8,P.V.C.,1,174,6,300
17913,10.0,323,75K,0.0288,CF11_07,8,P.V.C.,1,110,6,676
17914,11.1,460,46D,0.0354,MC04_05,8,P.V.C.,1,161,6,282
17915,19.6,135,104E,0.005,SC09_01,8,P.V.C.,1,229,6,41
17916,19.6,103,104E,0.0052,SC09_01,8,P.V.C.,1,229,6,41
17917,9.4,104,46H,0.0567,MC07_01,8,P.V.C.,1,174,6,284
17918,9.5,298,47E,0.04,MC07_01,8,P.V.C.,1,174,6,300
17919,13.0,354,35L,0.0038,BF09_03,21,P.V.C.,1,43,6,242
17920,14.3,53,75J,0.0353,CF11_02,8,D.I.,3,105,3,675
17921,12.9,602,21X,0.0045,BF09_03,18,P.V.C.,1,43,6,165
17922,12.9,573,21X,0.0044,BF09_03,18,P.V.C.,2,43,6,165
17923,10.0,176,75K,0.0006,CF11_07,8,P.V.C.,1,110,6,676
17924,11.5,266,52Y,0.0041,BF01_03,8,P.V.C.,1,2,6,380
17925,14.6,23,75Q,0.0065,CF11_01,12,D.I.,1,104,3,681
17926,14.5,102,75Q,0.019,CF11_01,12,D.I.,1,104,3,681
17927,13.3,264,75K,0.0044,CF11_07,16,D.I.,1,110,3,676
17928,27.7,454,36Q,0.019,BF06_05,8,P.V.C.,1,33,6,270
17929,27.7,415,36Q,0.0049,BF06_05,15,P.V.C.,1,33,6,270
17930,27.7,155,36Q,0.0049,BF06_05,15,P.V.C.,1,33,6,270
17931,8.7,363,64N,0.0022,BF03_07,10,D.I.,1,14,3,516
17932,16.2,27,65J,0.0122,BF02_01,8,D.I.,2,4,3,529
17933,27.7,177,36Q,0.0049,BF06_05,15,P.V.C.,1,33,6,270
17934,27.7,174,36Q,0.0049,BF06_05,15,P.V.C.,1,33,6,270
17935,27.7,150,36Q,0.012,BF06_05,8,P.V.C.,1,33,6,270
17936,15.5,337,81B,0.0242,VC01_01,8,P.V.C.,1,252,6,817
17937,11.5,240,81B,0.006,VC01_01,8,P.V.C.,1,252,6,817
17938,10.0,26,75K,0.0039,CF11_07,8,P.V.C.,1,110,6,676
17939,10.2,495,77X,0.0061,SC04_01,8,P.V.C.,1,198,6,736
17940,13.5,69,78W,0.0045,SC03_03,8,P.V.C.,1,195,6,759
17941,80.0,318,78Y,0.0294,SC03_04,8,P.V.C.,1,196,6,761
17942,6.6,540,79W,0.0048,VC08_03,8,P.V.C.,1,287,6,783
17943,11.5,434,52Y,0.004,BF01_03,8,P.V.C.,1,2,6,380
17944,18.1,147,75Q,0.0204,CF11_01,12,D.I.,1,104,3,681
17945,60.8,437,74V,0.0522,CF11_06,6,CONCRETE,3,109,2,662
17946,15.7,134,75T,0.0026,CF11_01,21,P.V.C.,1,104,6,684
17947,22.7,327,77W,0.0058,SC04_01,8,D.I.,1,198,3,735
17948,13.5,108,78W,0.0039,SC03_03,8,P.V.C.,1,195,6,759
17949,12.9,311,75J,0.0068,CF11_02,8,D.I.,1,105,3,675
17950,24.4,150,36R,0.0303,BF06_05,12,P.V.C.,1,33,6,271
17951,8.5,90,75K,0.0201,CF11_07,8,P.V.C.,1,110,6,676
17952,10.0,156,75K,0.004,CF11_07,8,P.V.C.,1,110,6,676
17953,11.5,275,52Y,0.0029,BF01_03,15,P.V.C.,1,2,6,380
17954,8.5,201,22T,0.0284,BF08_02,8,P.V.C.,1,38,6,181
17955,8.5,291,22T,0.026000000000000002,BF08_02,8,P.V.C.,1,38,6,181
17956,32.1,221,36T,0.0124,BF05_01,6,V.C.,1,20,8,273
17957,15.2,165,77W,0.005,SC04_01,8,P.V.C.,1,198,6,735
17958,13.0,451,35C,0.003,BF09_03,20,D.I.,2,43,3,237
17959,6.2,20,75J,0.055,CF11_02,8,P.V.C.,1,105,6,675
17960,24.0,45,36S,0.0089,BF05_09,8,P.V.C.,2,28,6,272
17961,36.2,9,74Q,0.0756,CF12_05,6,V.C.,2,115,8,657
17962,14.7,181,75J,0.0102,CF11_02,15,P.V.C.,1,105,6,675
17963,32.1,284,36X,0.003,BF05_01,10,P.V.C.,1,20,6,277
17964,11.1,436,46D,0.0153,MC04_05,8,P.V.C.,1,161,6,282
17965,11.1,50,46C,0.0366,MC04_05,8,P.V.C.,2,161,6,281
17966,11.1,395,46C,0.0164,MC04_05,8,P.V.C.,1,161,6,281
17967,15.2,242,103M,0.0039,SC07_03,8,P.V.C.,1,218,6,24
17968,9.6,129,46H,0.027000000000000003,MC07_01,8,P.V.C.,1,174,6,284
17969,9.5,289,47E,0.0085,MC07_01,8,P.V.C.,1,174,6,300
17970,6.2,330,75J,0.0049,CF11_02,8,P.V.C.,1,105,6,675
17971,24.0,243,36S,0.005,BF05_09,8,P.V.C.,3,28,6,272
17972,13.0,505,35G,0.0037,BF09_03,21,P.V.C.,1,43,6,239
17973,12.8,347,21X,0.0046,BF09_03,18,P.V.C.,1,43,6,165
17974,8.5,362,22T,0.0082,BF08_02,8,P.V.C.,1,38,6,181
17975,35.9,522,36T,0.0092,BF05_09,6,V.C.,2,28,8,273
17976,12.0,159,77X,0.0069,SC04_01,8,H.D.P.E.,2,198,5,736
17977,8.5,313,22T,0.0252,BF08_02,8,P.V.C.,1,38,6,181
17978,8.5,186,22T,0.0461,BF08_02,8,P.V.C.,1,38,6,181
17979,32.0,404,36X,0.0125,BF05_01,6,P.V.C.,1,20,6,277
17980,32.7,285,79W,0.0069,VC08_03,6,V.C.,1,287,8,783
17981,27.7,151,36Q,0.055999999999999994,BF06_05,6,P.V.C.,1,33,6,270
17982,16.8,204,36S,0.0057,BF09_04,8,P.V.C.,1,44,6,272
17983,29.8,409,36P,0.0155,BF05_09,6,P.V.C.,1,28,6,269
17984,32.3,312,36S,0.0013,BF09_01,18,V.C.,2,41,8,272
17985,44.1,1119,120F,0.0013,VC11_03,30,V.C.,2,302,8,125
17986,58.5,548,78Y,0.006,VC08_04,6,V.C.,3,288,8,761
17987,57.4,172,78Z,0.0101,VC08_04,6,V.C.,3,288,8,762
17988,13.6,88,77Z,0.0197,SC03_03,8,P.V.C.,1,195,6,738
17989,59.1,219,78Y,0.0137,VC08_04,6,V.C.,3,288,8,761
17990,59.1,455,78Y,0.006,VC08_04,6,V.C.,3,288,8,761
17991,12.8,367,79W,0.0038,VC08_03,18,P.V.C.,2,287,6,783
17992,15.6,38,79W,0.0037,VC08_02,18,D.I.,2,286,3,783
17993,53.2,322,78Z,0.0087,VC08_04,8,V.C.,3,288,8,762
17994,36.1,515,79W,0.0067,VC08_03,6,V.C.,2,287,8,783
17995,72.6,491,75M,0.0054,CF10_05,6,V.C.,3,103,8,678
17996,10.2,109,75M,0.0095,CF10_05,8,P.V.C.,1,103,6,678
17997,13.9,157,75Q,0.0799,CF11_01,8,H.D.P.E.,1,104,5,681
17998,62.2,396,74V,0.0215,CF11_06,6,CONCRETE,3,109,2,662
17999,80.0,305,78Y,0.0061,SC03_04,8,P.V.C.,1,196,6,761
18000,75.1,526,78X,0.0066,SC03_04,8,P.V.C.,1,196,6,760
18001,11.5,301,52Y,0.004,BF01_03,15,P.V.C.,1,2,6,380
18002,11.5,271,52Y,0.0016,BF01_03,15,P.V.C.,1,2,6,380
18003,13.3,348,75K,0.0029,CF11_07,16,D.I.,1,110,3,676
18004,11.5,508,81C,0.0102,VC01_01,8,P.V.C.,1,252,6,818
18005,6.6,101,81A,0.0198,VC03_03,8,P.V.C.,1,265,6,816
18006,8.5,340,22T,0.0162,BF08_02,8,P.V.C.,1,38,6,181
18007,8.5,186,22X,0.0075,BF08_02,8,P.V.C.,1,38,6,185
18008,13.6,565,78W,0.063,SC03_03,8,P.V.C.,1,195,6,759
18009,80.0,143,78X,0.018000000000000002,SC03_04,8,P.V.C.,1,196,6,760
18010,13.0,100,78Y,0.0188,SC11_03,8,P.V.C.,1,245,6,761
18011,14.9,403,33X,0.006999999999999999,MC07_01,8,P.V.C.,1,174,6,221
18012,13.6,119,77Z,0.0102,SC03_03,8,P.V.C.,1,195,6,738
18013,13.5,166,78W,0.0041,SC03_03,8,P.V.C.,1,195,6,759
18014,13.0,312,78Y,0.0381,SC11_03,8,P.V.C.,1,245,6,761
18015,13.5,99,78Y,0.0295,SC11_03,8,H.D.P.E.,1,245,5,761
18016,58.9,156,78Z,0.008,VC08_04,8,V.C.,2,288,8,762
18017,58.6,45,78Y,0.01,VC08_04,6,V.C.,2,288,8,761
18018,12.3,396,79W,0.013000000000000001,VC07_02,8,P.V.C.,1,280,6,783
18019,13.9,282,79B,0.0,VC06_01,8,P.V.C.,2,276,6,764
18020,10.9,75,65X,0.0659,VC05_02,8,P.V.C.,1,272,6,541
18021,14.2,94,65Z,0.0433,VC05_02,8,D.I.,1,272,3,543
18022,9.7,447,61F,0.0076,WF01_04,12,P.V.C.,1,309,6,435
18023,36.3,408,79V,0.0159,VC07_05,6,V.C.,2,283,8,782
18024,11.9,298,78V,0.005,SC11_05,8,P.V.C.,1,247,6,758
18025,13.6,310,79R,0.0147,VC07_06,8,P.V.C.,1,284,6,778
18026,7.4,88,79U,0.004,VC07_05,8,P.V.C.,1,283,6,781
18027,10.9,182,63L,0.0057,BF04_05,8,H.D.P.E.,1,19,5,487
18028,10.9,15,79Z,0.046,VC08_01,8,P.V.C.,2,285,6,786
18029,15.6,284,76Z,0.0049,SC04_05,8,P.V.C.,2,202,6,714
18030,43.2,460,62F,0.0182,MC06_04,6,V.C.,4,173,8,458
18031,58.9,305,78Y,0.0276,VC08_04,8,V.C.,3,288,8,761
18032,15.5,259,79X,0.0068,VC08_02,8,P.V.C.,1,286,6,784
18033,10.9,213,63G,0.004,BF04_05,8,H.D.P.E.,3,19,5,483
18034,86.8,328,76Y,0.0203,CF03_05,6,CONCRETE,2,62,2,713
18035,11.1,100,63G,0.0123,BF04_05,8,H.D.P.E.,3,19,5,483
18036,13.3,329,62J,0.0097,MC06_03,10,P.V.C.,1,172,6,461
18037,13.6,372,78W,0.0474,SC03_03,8,P.V.C.,1,195,6,759
18038,14.9,51,33X,0.0167,MC07_01,8,D.I.,1,174,3,221
18039,12.6,188,61G,0.0553,WF01_04,8,D.I.,1,309,3,436
18040,13.3,97,61M,0.0156,WF01_01,15,P.V.C.,2,306,6,441
18041,17.6,328,76Z,0.0325,SC04_05,8,P.V.C.,1,202,6,714
18042,14.8,428,47Y,0.0221,MC03_06,8,P.V.C.,1,155,6,317
18043,23.1,106,76H,0.0278,CF01_05,12,D.I.,1,50,3,698
18044,17.8,354,74U,0.0101,CF12_04,18,CONCRETE,3,114,2,661
18045,10.9,46,62E,0.0146,MC06_04,8,P.V.C.,1,173,6,457
18046,5.1,49,89R,0.0049,CF06_05,8,D.I.,1,79,3,878
18047,13.5,269,80K,0.0025,VC01_04,15,P.V.C.,1,255,6,807
18048,12.9,406,80K,0.0025,VC01_04,15,P.V.C.,2,255,6,807
18049,12.8,22,76H,0.0082,CF01_05,8,D.I.,1,50,3,698
18050,30.2,282,62E,0.0175,MC06_03,8,V.C.,2,172,8,457
18051,13.5,202,48W,0.0707,MC03_05,8,P.V.C.,1,154,6,338
18052,13.5,228,48W,0.0596,MC03_05,8,P.V.C.,1,154,6,338
18053,8.7,40,62A,0.1155,MC03_05,8,P.V.C.,1,154,6,453
18054,62.5,486,62A,0.0171,MC03_05,6,CONCRETE,3,154,2,453
18055,12.1,233,62L,0.0076,MC06_01,8,P.V.C.,1,170,6,463
18056,13.0,28,61G,0.0061,WF01_01,12,P.V.C.,2,306,6,436
18057,100.7,273,62L,0.0265,MC06_01,6,CONCRETE,3,170,2,463
18058,29.0,174,61M,0.0074,WF01_02,16,C.I.,1,307,1,441
18059,9.0,69,61M,0.0044,WF01_02,8,D.I.,2,307,3,441
18060,59.6,268,60V,0.0006,WF03_05,24,CONCRETE,3,321,2,427
18061,48.8,278,80H,0.0032,VC03_03,8,V.C.,2,265,8,805
18062,17.1,96,47A,0.002,MC07_01,12,P.V.C.,1,174,6,296
18063,6.6,500,79W,0.0106,VC08_03,8,P.V.C.,1,287,6,783
18064,15.5,259,79X,0.003,VC08_02,8,P.V.C.,2,286,6,784
18065,53.8,332,79W,0.003,VC08_02,12,CONCRETE,3,286,2,783
18066,15.0,298,65Z,0.0127,VC06_01,8,P.V.C.,1,276,6,543
18067,14.2,50,65Z,0.1776,VC05_02,8,P.V.C.,1,272,6,543
18068,64.2,522,78Y,0.0059,VC08_04,6,V.C.,3,288,8,761
18069,59.1,560,78Y,0.0239,VC08_04,6,V.C.,2,288,8,761
18070,11.7,56,79W,0.0052,VC08_03,8,P.V.C.,1,287,6,783
18071,29.0,212,61M,0.0217,WF01_02,15,V.C.,3,307,8,441
18072,19.8,150,61M,0.0916,WF01_02,8,P.V.C.,1,307,6,441
18073,6.9,327,93T,0.0295,VC10_01,10,P.V.C.,1,295,6,975
18074,5.4,134,89R,0.0258,CF06_05,8,P.V.C.,1,79,6,878
18075,27.7,169,36Q,0.005,BF06_05,15,P.V.C.,1,33,6,270
18076,2.7,135,88L,0.0015,CF08_01,15,P.V.C.,1,88,6,849
18077,59.6,90,60U,0.0008,WF03_05,24,CONCRETE,3,321,2,426
18078,48.8,276,80G,0.0026,VC03_03,8,V.C.,3,265,8,804
18079,6.9,424,93N,0.0039,VC10_01,8,P.V.C.,1,295,6,971
18080,13.5,80,78W,0.0038,SC03_03,8,P.V.C.,1,195,6,759
18081,51.1,550,78Z,0.023,VC08_04,6,V.C.,2,288,8,762
18082,6.6,499,79S,0.0103,VC08_03,8,P.V.C.,1,287,6,779
18083,12.8,69,78Z,0.0861,VC08_03,6,D.I.,1,287,3,762
18084,59.6,75,79X,0.0023,VC07_02,10,V.C.,2,280,8,784
18085,59.6,42,79X,0.0086,VC07_02,10,V.C.,1,280,8,784
18086,53.8,416,79W,0.003,VC08_02,12,CONCRETE,3,286,2,783
18087,5.8,275,5M,0.0243,DC02_07,8,P.V.C.,1,136,6,410
18088,26.7,180,61M,0.1033,WF01_01,8,V.C.,1,306,8,441
18089,59.6,337,60V,0.0007,WF03_05,24,CONCRETE,3,321,2,427
18090,7.0,83,93T,0.0024,VC10_01,10,P.V.C.,1,295,6,975
18091,33.9,453,36N,0.006,BF09_04,6,V.C.,1,44,8,268
18092,14.1,114,89R,0.0049,CF06_05,8,P.V.C.,1,79,6,878
18093,57.0,265,78Z,0.013999999999999999,VC08_04,6,V.C.,2,288,8,762
18094,58.3,648,78Z,0.005,VC08_05,10,V.C.,2,289,8,762
18095,15.6,266,79W,0.002,VC08_02,18,P.V.C.,2,286,6,783
18096,17.0,532,33X,0.0211,MC07_01,8,P.V.C.,1,174,6,221
18097,15.0,148,33X,0.0041,MC07_01,8,P.V.C.,1,174,6,221
18098,14.4,218,76H,0.0036,CF01_05,10,D.I.,1,50,3,698
18099,6.2,311,80G,0.0239,VC04_02,8,P.V.C.,1,268,6,804
18100,59.3,615,93C,0.0017,VC08_01,15,CONCRETE,1,285,2,962
18101,7.0,1,92R,0.03,VC10_01,8,P.V.C.,1,295,6,955
18102,2.3,8,79R,0.0075,VC01_05,8,P.V.C.,1,256,6,778
18103,33.9,559,36N,0.0269,BF09_04,6,V.C.,1,44,8,268
18104,57.2,590,78Y,0.0203,VC08_04,6,V.C.,2,288,8,761
18105,58.6,686,78Z,0.0043,VC08_04,6,V.C.,3,288,8,762
18106,32.7,99,79W,0.0043,VC08_03,6,V.C.,1,287,8,783
18107,51.7,89,80C,0.0262,VC04_02,8,CONCRETE,4,268,2,800
18108,4.5,287,80G,0.0217,VC04_02,8,P.V.C.,1,268,6,804
18109,11.4,259,93C,0.0062,VC08_01,8,P.V.C.,1,285,6,962
18110,6.9,345,92R,0.0054,VC10_01,8,P.V.C.,1,295,6,955
18111,58.9,474,78Y,0.0332,VC08_04,8,V.C.,2,288,8,761
18112,58.5,373,78Y,0.0267,VC08_04,6,V.C.,2,288,8,761
18113,12.8,204,79W,0.0096,VC08_03,18,P.V.C.,2,287,6,783
18114,14.9,443,33W,0.0326,MC07_01,8,P.V.C.,1,174,6,220
18115,10.9,203,63G,0.0246,BF04_05,8,H.D.P.E.,1,19,5,483
18116,8.1,66,62G,0.0185,MC06_01,8,P.V.C.,1,170,6,459
18117,10.3,128,61F,0.0145,WF01_04,16,D.I.,1,309,3,435
18118,9.2,185,62K,0.0421,MC06_01,8,P.V.C.,1,170,6,462
18119,7.6,106,21D,0.0155,DC02_06,10,P.V.C.,1,135,6,153
18120,23.1,170,76H,0.0037,CF01_05,18,P.V.C.,1,50,6,698
18121,5.8,308,5M,0.0192,DC02_07,8,P.V.C.,1,136,6,410
18122,13.4,54,61M,0.0043,WF01_02,8,P.V.C.,1,307,6,441
18123,15.7,374,62J,0.011000000000000001,MC06_03,12,P.V.C.,1,172,6,461
18124,9.2,237,62K,0.0041,MC06_01,8,P.V.C.,1,170,6,462
18125,23.9,611,80G,0.0154,VC04_02,8,P.V.C.,1,268,6,804
18126,6.9,380,93T,0.005,VC10_01,10,P.V.C.,1,295,6,975
18127,26.0,20,63M,0.2895,BF04_05,6,D.I.,3,19,3,488
18128,3.5,501,78H,0.01,SC10_07,8,P.V.C.,1,241,6,746
18129,49.0,216,79D,0.0593,VC06_01,6,P.V.C.,2,276,6,766
18130,14.6,21,61F,0.2214,WF01_01,8,D.I.,2,306,3,435
18131,10.3,743,61G,0.0212,WF01_04,15,P.V.C.,1,309,6,436
18132,27.3,53,61M,0.0376,WF01_01,8,V.C.,2,306,8,441
18133,0.0,317,80G,0.0216,VC04_02,8,P.V.C.,1,268,6,804
18134,6.9,289,93N,0.0034,VC10_01,10,P.V.C.,1,295,6,971
18135,6.9,249,93N,0.0029,VC10_01,10,P.V.C.,1,295,6,971
18136,7.8,579,79R,0.0032,VC01_05,24,D.I.,1,256,3,778
18137,23.1,33,76H,0.0042,CF01_05,18,P.V.C.,1,50,6,698
18138,33.6,108,88D,0.006,CF12_01,8,V.C.,1,111,8,843
18139,5.5,301,89R,0.0429,CF06_05,8,P.V.C.,1,79,6,878
18140,14.4,215,74L,0.0097,CF11_04,10,P.V.C.,1,107,6,653
18141,72.9,318,74L,0.0063,CF11_04,6,CONCRETE,3,107,2,653
18142,29.0,165,61H,0.1153,WF01_02,15,V.C.,3,307,8,437
18143,6.9,299,93T,0.023,VC10_01,10,P.V.C.,1,295,6,975
18144,6.9,22,92R,0.0036,VC10_01,8,P.V.C.,1,295,6,955
18145,0.8,27,79T,0.0152,VC07_05,8,P.V.C.,1,283,6,780
18146,3.1,306,74Q,0.0078,CF11_04,8,P.V.C.,1,107,6,657
18147,11.7,83,21H,0.0039,DC02_04,8,P.V.C.,1,133,6,154
18148,0.0,281,80G,0.0206,VC04_02,8,P.V.C.,1,268,6,804
18149,6.9,454,92R,0.0055,VC10_01,8,P.V.C.,1,295,6,955
18150,33.9,497,36N,0.0191,BF09_04,6,V.C.,1,44,8,268
18151,23.1,61,76H,0.0034,CF01_05,18,P.V.C.,1,50,6,698
18152,5.0,246,89R,0.0309,CF06_05,8,P.V.C.,1,79,6,878
18153,18.4,140,74L,0.0161,CF11_04,8,H.D.P.E.,1,107,5,653
18154,6.9,495,93N,0.004,VC10_01,8,P.V.C.,1,295,6,971
18155,33.6,132,88D,0.0081,CF12_01,8,V.C.,2,111,8,843
18156,3.1,102,74Q,0.0083,CF11_04,8,P.V.C.,1,107,6,657
18157,11.8,222,21D,0.0039,DC02_04,8,P.V.C.,1,133,6,153
18158,12.5,402,74J,0.0067,WF04_03,12,P.V.C.,1,324,6,651
18159,12.6,119,74K,0.0588,WF04_02,8,P.V.C.,1,323,6,652
18160,5.0,531,21R,0.006999999999999999,BF08_03,8,P.V.C.,1,39,6,160
18161,40.0,179,76M,0.004,CF02_05,10,C.I.,2,57,1,702
18162,12.1,71,76M,0.0175,CF02_05,8,H.D.P.E.,2,57,5,702
18163,6.1,44,76M,0.0375,CF02_05,8,D.I.,2,57,3,702
18164,9.4,45,76M,0.0131,CF01_06,10,P.V.C.,1,51,6,702
18165,9.2,198,62K,0.0696,MC06_01,8,P.V.C.,1,170,6,462
18166,13.5,282,120W,0.0025,VC11_03,15,P.V.C.,1,302,6,130
18167,10.9,255,119Z,0.0063,VC11_03,8,P.V.C.,1,302,6,120
18168,48.4,348,66Y,0.0677,VC04_01,6,CONCRETE,2,267,2,563
18169,11.6,124,21H,0.0021,DC02_04,12,P.V.C.,1,133,6,154
18170,62.1,9,62A,0.1556,MC03_05,6,CONCRETE,2,154,2,453
18171,13.5,357,119Z,0.0015,VC11_03,12,P.V.C.,1,302,6,120
18172,96.8,1,62L,6.4,MC01_03,6,CONCRETE,3,143,2,463
18173,7.6,176,21D,0.0151,DC02_06,10,P.V.C.,1,135,6,153
18174,29.0,135,61H,0.0035,WF01_02,15,V.C.,1,307,8,437
18175,8.2,316,8X,0.0251,DC02_04,8,P.V.C.,1,133,6,894
18176,6.8,502,93N,0.0205,VC10_01,8,P.V.C.,1,295,6,971
18177,37.2,44,76N,0.0061,CF04_01,8,V.C.,2,63,8,703
18178,33.9,549,36N,0.0107,BF09_04,6,V.C.,1,44,8,268
18179,62.1,311,62A,0.008,MC03_05,6,CONCRETE,3,154,2,453
18180,0.8,42,79T,0.0021,VC07_05,8,P.V.C.,1,283,6,780
18181,0.8,615,79T,0.0041,VC07_05,8,P.V.C.,1,283,6,780
18182,13.5,243,120W,0.0016,VC11_03,15,P.V.C.,1,302,6,130
18183,25.1,9,67Y,0.3667,VC01_01,8,P.V.C.,1,252,6,582
18184,24.3,110,76H,0.0188,CF01_05,18,P.V.C.,1,50,6,698
18185,27.3,101,61M,0.0413,WF01_01,8,V.C.,2,306,8,441
18186,26.6,106,61M,0.0377,WF01_01,8,P.V.C.,1,306,6,441
18187,2.5,350,80G,0.0187,VC03_03,8,P.V.C.,1,265,6,804
18188,0.0,392,80G,0.0216,VC04_02,8,P.V.C.,1,268,6,804
18189,14.5,69,74L,0.0097,CF11_04,10,P.V.C.,1,107,6,653
18190,72.9,368,74L,0.0058,CF11_04,6,CONCRETE,3,107,2,653
18191,24.3,351,62J,0.0428,MC06_03,8,P.V.C.,1,172,6,461
18192,56.7,531,61C,0.0158,WF01_04,6,V.C.,2,309,8,432
18193,11.6,344,21D,0.0022,DC02_04,12,P.V.C.,1,133,6,153
18194,13.5,1,120W,0.18,VC11_03,8,P.V.C.,2,302,6,130
18195,26.8,80,66Z,0.0751,VC03_03,6,P.V.C.,1,265,6,564
18196,6.9,496,93N,0.0039,VC10_01,8,P.V.C.,1,295,6,971
18197,26.6,139,61M,0.0058,WF01_01,8,P.V.C.,2,306,6,441
18198,23.3,268,61G,0.0183,WF01_03,10,P.V.C.,1,308,6,436
18199,13.5,76,120W,0.0834,VC11_03,8,P.V.C.,1,302,6,130
18200,10.9,179,119Z,0.004,VC11_03,8,P.V.C.,1,302,6,120
18201,7.6,360,119Z,0.0029,VC11_03,10,P.V.C.,1,302,6,120
18202,8.3,131,80D,0.01,VC04_01,8,P.V.C.,1,267,6,801
18203,4.9,308,66Z,0.0585,VC03_02,8,P.V.C.,1,264,6,564
18204,28.7,279,67Y,0.0269,VC01_01,8,P.V.C.,1,252,6,582
18205,13.1,152,67X,0.0172,VC03_02,8,P.V.C.,1,264,6,581
18206,52.6,11,80B,0.0146,VC04_04,6,CONCRETE,3,270,2,799
18207,49.5,286,66X,0.0268,VC04_03,8,CONCRETE,1,269,2,562
18208,24.1,256,67Z,0.015,VC01_01,8,P.V.C.,1,252,6,583
18209,13.1,90,67X,0.0243,VC03_02,8,P.V.C.,1,264,6,581
18210,14.8,34,67X,0.0141,VC03_02,8,P.V.C.,1,264,6,581
18211,10.1,566,66Z,0.0474,VC03_02,8,P.V.C.,1,264,6,564
18212,4.9,207,67W,0.005,VC03_02,8,P.V.C.,1,264,6,580
